Review,Cleaned_Review,Sentiment,Word_Count
"The tap is a great concept, I love my echo so a portable one was that much better. However the sound is pretty terrible, no bass and can be scratchy.. It was a good concept just poor execution.",tap great concept love echo portable one much better however sound pretty terrible bass scratchy good concept poor execution,Positive,19
"We love this speaker for listening to music, the weather, news, or just anything. It is super portable and even has a hands-free option so it is really like a mini Echo!",love speaker listening music weather news anything super portable even option really like mini echo,Positive,15
"This is fun but would not buy again. Not very informative. Keeps say ""I do not understand your question. """,fun would buy informative keeps say understand,Positive,7
Reasonably priced and worth every penny! I love it.,reasonably priced worth every penny love,Positive,6
"I use it all around the house. I move it upstairs and down. With the upgrade firmware you don't have to tap. Just say ""Alexa."" Good sound, but not as good as JBL charge speaker. I bought a 2nd one as a Christmas gift.",use around house move upstairs upgrade firmware tap say alexa good sound good jbl charge speaker bought one christmas gift,Positive,20
I love this little speaker. I can just voice activate an alarm time or ask Alexa the weather for the day. It's amazing,love little speaker voice activate alarm time ask alexa weather day amazing,Positive,12
"I was an early adoptor of the Amazon Echo, when I heard they were releasing a mobile version I wanted it. It wasn't until we spent a lot of time cleaning our old home before moving that we realized how usefule this lil guy was, just set it up to your phones wifi hotspot and you have a fully function Echo. I would buy this again if I didn't already have one.",early adoptor amazon echo heard releasing mobile version wanted spent lot time cleaning old home moving realized usefule lil guy set phones wifi hotspot fully function echo would buy already one,Positive,31
The echo is easy to use and fun to use once you buy one you'll want them for all over your house.,echo easy use fun use buy one want house,Positive,9
I ordered this and actually came in earlier than predicted and it works beautiful! I'm totally happy with my purchase!!!,ordered actually came earlier predicted works beautiful totally happy purchase,Positive,10
"I purchased a Echo for home so added a Tap for my office at work, so I can chat with Alexa at work and my main reason was for a decent BT speaker for my office. This has great sound streaming my Prime music and XM vis the XM app. Can't go wrong. Quality music and Alexa when I need some help with spelling hard word's, she getting smart. Pick one up. You have a woman to talk to when the wife is out.",purchased echo home added tap office work chat alexa work main reason decent bt speaker office great sound streaming prime music xm vis xm app ca go wrong quality music alexa need help spelling hard word getting smart pick one woman talk wife,Positive,43
I love that the tap is rechargeable and portable. Sounds is great! I highly recommend the tap!,love tap rechargeable portable sounds great highly recommend tap,Positive,9
I returned it because I wanted better sound...opted for a bose soundlink. Decent speaker with nice amazon prime/Alexa features...just not the sound I was looking for.,returned wanted better sound opted bose soundlink decent speaker nice amazon features sound looking,Positive,14
"excellent gift, ok sound, great portability, would buy again",excellent gift ok sound great portability would buy,Positive,8
"Love it, works better than anticipated. Also at a good price",love works better anticipated also good price,Positive,7
When it works it's great but for some reason it doesn't always answer me When it doesn't answer me I turn off the tv and make sure no one else is talking and it still doesn't work at that time. It was easy to set up with the phone app. Doesn't seem to matter where the phone is when it isn't working. I've tried close and far and in between. So a case of great when it works and the pits when it doesn't,works great reason always answer answer turn tv make sure one else talking still work time easy set phone app seem matter phone working tried close far case great works pits,Positive,31
"We have bought two Taps, one for ourselves and one as a gift for our son. We love the portability of the Tap. It's perfect for our deck. Our grandchildren love it, too.",bought two taps one one gift son love portability tap perfect deck grandchildren love,Positive,14
This was a gift had no plan to purchase one. But very pleased with the portability and the sound quality,gift plan purchase one pleased portability sound quality,Positive,8
Alexa on the go. Works as Bluetooth speaker with your comparable phone.,alexa go works bluetooth speaker comparable phone,Neutral,7
I love my new toy. Alexa is my personal girl Friday. She understands what I want and retrieves it. Easy to set up and use.,love new toy alexa personal girl friday understands want retrieves easy set use,Positive,13
Good price works great would buy again good value for the price,good price works great would buy good value price,Positive,9
"Music, full home automation control, an assistant, calling, shopping and lists, much much more...anywhere with wifi, home or away. Get one, you will not regret it.",music full home automation control assistant calling shopping lists much much anywhere wifi home away get one regret,Positive,18
Omg I am so enjoying this. Sitting around the back deck with family wishing we have music that doesn't require plugs or wires. Saw it online deals of the day read the reviews and ordered on he spot and drove a half hour drive to my closet Best Buy. Play it now everyday.,omg enjoying sitting around back deck family wishing music require plugs wires saw online deals day read reviews ordered spot drove half hour drive closet best buy play everyday,Positive,29
Great speaker and Echo substitute. This is great for on the go as a Bluetooth speaker and when connected to the internet it works great using the Alexa app.,great speaker echo substitute great go bluetooth speaker connected internet works great using alexa app,Positive,15
"I have been enjoying the amazon tap for two weeks, and am still finding new things it will do",enjoying amazon tap two weeks still finding new things,Positive,9
Is it operate my wife loves it my granddaughter knows how to operate a good sounding Bluetooth speaker great freedom it even tells knock knock jokes in makes my granddaughter crack up that makes it worth every penny I paid useful to recommend to anybody,operate wife loves granddaughter knows operate good sounding bluetooth speaker great freedom even tells knock knock jokes makes granddaughter crack makes worth every penny paid useful recommend anybody,Positive,28
We got this for my son for xmas. He loves it. He uses it daily.,got son xmas loves uses daily,Neutral,6
"Love the Amazon Alexa products! I have 1 Show, 1 Echo, 2 dots, and the Tap. Wish the Tap had the drop-in feature. The tap does make a sound when you have the hands free enabled and say ""Alexa"" instead of the blue lights on the other products. Great for taking outside!",love amazon alexa products show echo dots tap wish tap feature tap make sound hands free enabled say alexa instead blue lights products great taking outside,Positive,26
"The Tap is a great portable speaker with fantastic sound. If you press a button then you can connect to Amazon Alexa and she can play your music, answer questions, etc. Downgraded one star because there is supposed to be a hands free option for Alexa but I haven't been able to get it to work. Still great to be able to take this around the house vs Echo which is tied to the plug.",tap great portable speaker fantastic sound press button connect amazon alexa play music answer questions etc downgraded one star supposed hands free option alexa able get work still great able take around house vs echo tied plug,Positive,37
"Full disclosure. I own five Amazon echos including a few Dots as well as this Tap, so obviously I'm a fan of echoes. Honestly I couldn't figure out from Amazons marketing and the online review how the Tap fit in as compared to full blown Echo and the Dot. I kept thinking it was limited compared to the Echo and the Dot because you had to Tap the button to ask it question. However given that it's completely portable and runs for up to six hours on a charge it makes sense that it would wast battery if it was always listening for a voice command. IMO, the Tap sounds just as good and maybe even better the the Echo in a much smaller form factor. Since it's portable it's probably going to be sitting next to you any way so tapping to ask a question is not really an issue and in someways is better when you have a full table as you can control who gets to request music. My friends and I get into fun wars asking for different music on the full blown Echo but it can also get a little annoying when someone plays Michael Bolton over my Bruce Springsteen. Bottom line just as good of sound as the full blown Tap in a portable and smaller form. Very Happy with all my echoes but this may be my favorite.",full disclosure five amazon echos including dots well tap obviously fan echoes honestly could figure amazons marketing online review tap fit compared full blown echo dot kept thinking limited compared echo dot tap button ask question however given completely portable runs six hours charge makes sense would wast battery always listening voice command imo tap sounds good maybe even better echo much smaller form factor since portable probably going sitting next way tapping ask question really issue someways better full table control gets request music friends get fun wars asking different music full blown echo also get little annoying someone plays michael bolton bruce springsteen bottom line good sound full blown tap portable smaller form happy echoes may favorite,Positive,119
"Great sound and portablebility. Nice style, lithium battery, requires wifi and there are internet radio stations and news. Amazon has features available as well. I use mine a lot.",great sound portablebility nice style lithium battery requires wifi internet radio stations news amazon features available well use mine lot,Positive,20
"Great speaker, able to move around, connect to iPad when watching movies. Love it!",great speaker able move around connect ipad watching movies love,Positive,10
Nice portable speaker but wish the sound quality was better.,nice portable speaker wish sound quality better,Positive,7
I own an echo and the tap. The tap is slower to respond. If you haven't used the echo then you will like the tap.,echo tap tap slower respond used echo like tap,Neutral,9
Great sound. Portable. The kids love it. Didn't think I would use it but I tend to use it a lot.,great sound portable kids love think would use tend use lot,Positive,11
Most speaker like this will be over USD150.00 but this one is less than that price with a great sound quality,speaker like one less price great sound quality,Positive,8
I love this little speaker. It is small enough to carry it wherever I want to bring it yet loud enough to be heard The Alexa interface is pretty cool as well. The only issue for me is that it doesn't connect with Apple Music. This issue is easily resolved by putting Tap in Bluetooth mode and playing Apple Music through my phone to the Tap,love little speaker small enough carry wherever want bring yet loud enough heard alexa interface pretty cool well issue connect apple music issue easily resolved putting tap bluetooth mode playing apple music phone tap,Positive,34
"Speaker is pretty loud and I love that I can take with me but the only downside is you have to hold the ""home"" button to use Alexa",speaker pretty loud love take downside hold home button use alexa,Positive,11
I use this speaker daily and love the sound quality and its ability to be independant of my phone/tablet unlike normal Bluetooth speakers that require your phone to play music even if they have the same sound quality.,use speaker daily love sound quality ability independant unlike normal bluetooth speakers require phone play music even sound quality,Positive,19
Serves my needs as required. Sound is good. Ability to move device where required is ideal,serves needs required sound good ability move device required ideal,Positive,10
You can take everywhere your music and with wifi you are connected with the world. The best is that the battery lasts a long time.,take everywhere music wifi connected world best battery lasts long time,Positive,11
"The Amazon Tap is a perfect complement to our Amazon Echo. Put this in our office space...has all the advantages of the Echo and is also a great Bluetooth speaker. Having to ""tap"" the mic button to summon Alexa is no issue at all! Sound quality is as good as any Bluetooth speaker on the market and it's extremely portable.",amazon tap perfect complement amazon echo put office space advantages echo also great bluetooth speaker tap mic button summon alexa issue sound quality good bluetooth speaker market extremely portable,Positive,29
This product is awesome. You can play your favorite music instantly. Also had great fun asking Alexa questions. Some serious some funny. We love it!!,product awesome play favorite music instantly also great fun asking alexa questions serious funny love,Positive,15
"Love it, take it with me everywhere, Not all of us are computer/technical savvy. Need better written, printable instructions on how to use. Step 1, step 2, etc.",love take everywhere us savvy need better written printable instructions use step step etc,Positive,14
Love Alexa. We currently have three devices that we use on a daily basis. I use one at work basically for streaming music. Great device. No problems connecting to any of them.,love alexa currently three devices use daily basis use one work basically streaming music great device problems connecting,Positive,18
"I own the Echo, and love the product! So I purchased the Tap as a gift.",echo love product purchased tap gift,Positive,6
"From latest news flash, to weather info, to hearing a joke while cooking and waiting for Alexa to set a timer, the Amazon Tap is a fun tool to have around the house!",latest news flash weather info hearing joke cooking waiting alexa set timer amazon tap fun tool around house,Positive,18
"This has been a very nice addition, it allows the whole family to use and enjoy it.",nice addition allows whole family use enjoy,Positive,7
"I HAVE BOTH THE ECHO AND THE TAP, THEY ARE SPECTACULAR",echo tap spectacular,Positive,3
"I wanted a speaker to listen to Pandora and go so much more! Being able to speak to Alexa and get news, weather, timer, light controls and so much more! Love the product!",wanted speaker listen pandora go much able speak alexa get news weather timer light controls much love product,Positive,18
"I really haven't had a chance to use this much yet, but it seems like a coll little gadget.",really chance use much yet seems like coll little gadget,Positive,10
Love every aspect of the Echo. We even went and bought a Tap!,love every aspect echo even went bought tap,Positive,8
Have several echo's throughout the house and bought the Echo Tap so I could move it when I need to move around from the garage to outdside. Mainly listen to music and has worked well. Have noticed that I usually have to yell for Alexa to hear me but that may have to do with the acoustics in the garage. Other than that it works well.,several echo throughout house bought echo tap could move need move around garage outdside mainly listen music worked well noticed usually yell alexa hear may acoustics garage works well,Negative,29
"What I like is it its sound, it's portable and I use it at work. The sound fills the whole office.",like sound portable use work sound fills whole office,Positive,9
"Do you spend lots of time on Amazon? Do you like listening to music anywhere in your home? This is the device for you. Even after a month of having the Tap, I'm still learning what all I can do with it verbally. Play genre of music in the HUGE Amazon library. I even have ordered items directly from it. One last feature I want to share is that it provides accurate weather information; current and forecast up to a week.",spend lots time amazon like listening music anywhere home device even month tap still learning verbally play genre music huge amazon library even ordered items directly one last feature want share provides accurate weather information current forecast week,Positive,38
I the awesome I use it at work at lot its loud enough to enjoy any where,awesome use work lot loud enough enjoy,Positive,7
"I just love this tap!! It is so much fun. The music is so great. I play the relation music every night,every night. Best thing ever!",love tap much fun music great play relation music every night every night best thing ever,Positive,16
I bought it for my 15 year old daughter and she loves it. Her friends even loved it so much they went and bought them too.,bought year old daughter loves friends even loved much went bought,Positive,11
"I love my smart portable speaker. It has games, weather, news, podcasts, radio stations, etc.If something is missing, I can connect my Bluetooth phone and stream whatever other audio application I want.",love smart portable speaker games weather news podcasts radio stations something missing connect bluetooth phone stream whatever audio application want,Positive,20
"Amazon Tap pretty much works as advertised, and understand that the product will evolve with system updates. Love how the weather, traffic, movies and sports scores/schedules are answered quickly and effortlessly. This was an excellent gift as I gave it to both my son and daughter and my son, unknowingly gave we a Tap back as well. Can't wait to see what improvements are made with the updates coming",amazon tap pretty much works advertised understand product evolve system updates love weather traffic movies sports answered quickly effortlessly excellent gift gave son daughter son unknowingly gave tap back well ca wait see improvements made updates coming,Positive,37
"I got it on a pretty good sale... so I feel it was worth it. The sound is good, I like that it's portable and rechargeable. I think it is best if you have a prime account so you have access to the prime music.",got pretty good sale feel worth sound good like portable rechargeable think best prime account access prime music,Positive,18
Alexa works great and does lots of things for you. Fun for the family.,alexa works great lots things fun family,Positive,7
"For the price, you should be able to use as a speaker when talking on the phone. I had to use my daughter's Beats Pill for this function, therefore it's not worth all the hype.",price able use speaker talking phone use daughter beats pill function therefore worth hype,Positive,14
"The Tap is essentially a smaller version of the Echo that has Alexa capability like Echo does, but also doubles as a portable Bluetooth speaker. You do need to tap it to ask Alexa to do anything, but otherwise it works the same as Echo. I prefer the Echo, but the Tap is great for college students and those who just want to supplement their Echo.",tap essentially smaller version echo alexa capability like echo also doubles portable bluetooth speaker need tap ask alexa anything otherwise works echo prefer echo tap great college students want supplement echo,Positive,31
It's not bad for the novelty of Alexa. Might as well get the echo. Sound it not bad and I'm no audiophile. Might be good when my echo dots come in. Is it worth it? There are better Bluetooth speakers out there.,bad novelty alexa might well get echo sound bad audiophile might good echo dots come worth better bluetooth speakers,Positive,19
I prefer spending the extra $70 or $80 to get the echo,prefer spending extra get echo,Neutral,5
Great device I use it on a regular basis. good investment,great device use regular basis good investment,Positive,7
"It's 85% as good as an Echo... Great sound, nice and loud, but... But the button. That button!!I would give this 5 stars and buy more of them, IF it was always listening while plugged in. Other than that, it does everything an Echo does, it's smaller, and (due to the battery) portable. I like it - I do. But it's not as useful as the Echo in the situation I use it the most.",good echo great sound nice loud button button would give stars buy always listening plugged everything echo smaller due battery portable like useful echo situation use,Positive,26
Amazing Sound! All around great product! Nothing negative so far.,amazing sound around great product nothing negative far,Positive,8
I have an Alexa but wanted a speaker for traveling. You can use this without a plug in cord.,alexa wanted speaker traveling use without plug cord,Neutral,8
"If you want a certain level of privacy and at the same time a speech enabled assistant, then this is the product for you. The Tap only listens to your, when you push the ""button, otherwise it is deaf to its surroundings. You get the awesome power of Alexa, provided by Amazon, and no worries about anyone listening to you surreptitiously.",want certain level privacy time speech enabled assistant product tap listens push button otherwise deaf surroundings get awesome power alexa provided amazon worries anyone listening surreptitiously,Positive,26
Pretty good sound for the size and configuration of speaker. Easy to set up.,pretty good sound size configuration speaker easy set,Positive,8
"I'm thinking this must of been a fluke, it never worked. Had to return item but received full refund",thinking must fluke never worked return item received full refund,Positive,10
I habe the echo and I bought this one fort my son's room but it's not as user friendly. I wish I would've just bought the other one.,habe echo bought one fort son room user friendly wish would bought one,Positive,13
I have two Echo Dots and wanted something that was more portable for other times when I'm not near those two devices in my home. I also needed a speaker so I thought I'd try the Echo Tap. You can choose to just press it to activate or you can enable hands-free and it will respond just like my Echo Dot does. The sound is amazing out of this little thing. I love the charging dock. No dealing with trying to plug it in... just sit it down on the charging dock and you're good.,two echo dots wanted something portable times near two devices home also needed speaker thought try echo tap choose press activate enable respond like echo dot sound amazing little thing love charging dock dealing trying plug sit charging dock good,Positive,40
"Good price, travels well, has a lot of good features, compact, user friendly.",good price travels well lot good features compact user friendly,Positive,10
I already own an echo dot but don't love the sound quality for music playback - the tab does a great job especially when you consider its size and price - overall very happy,already echo dot love sound quality music playback tab great job especially consider size price overall happy,Positive,17
"Was super easy to connect via Bluetooth - great sound, fun to use.",super easy connect via bluetooth great sound fun use,Positive,9
"I only purchased this because I loved the sound quality. Alexa is just a added bonus personally as I rarely hit the ""tap"" button to ask her anything. The few times I asked her questions, she hasn't disappointed. EXTRA: Now what would make this device amazing is if Alexa was able to connect to my Apple Music playlist! If only...",purchased loved sound quality alexa added bonus personally rarely hit tap button ask anything times asked questions disappointed extra would make device amazing alexa able connect apple music playlist,Positive,29
"This is my second Echo purchase. My first was the original Echo for my home and the automation feature aside. The sound is excellent, Alexa's response is better than any digital assistant to date, and the ready access to Prime is convenient. This is all of that and portable and rechargeable as well. Additionally the inclusion of Bluetooth and a headphone jack is amazing.",second echo purchase first original echo home automation feature aside sound excellent alexa response better digital assistant date ready access prime convenient portable rechargeable well additionally inclusion bluetooth headphone jack amazing,Positive,31
"Echo sounds better for music, but Tap gives me portability. Good to have both. Now Tap is voice activated, so it's all good.",echo sounds better music tap gives portability good tap voice activated good,Positive,12
Best speaker with Alexa enabled. Value of money!!,best speaker alexa enabled value money,Positive,6
Has a very good Bluetooth speakers sound quality is good but otherwise she's pretty useless when it comes to get answering questions,good bluetooth speakers sound quality good otherwise pretty useless comes get answering questions,Positive,13
I bought this item on a whim and because it was on sale. I've been pleasantly surprised. Search sounds great for its size.,bought item whim sale pleasantly surprised search sounds great size,Positive,10
We love our Amazon Echo but it is hard wired to kitchen. Because of where we live AM reception is poor but through an Echo or Amazon Tap I can listen to some of my favorite stations through iHeart Radio and the Tap is portable.,love amazon echo hard wired kitchen live reception poor echo amazon tap listen favorite stations iheart radio tap portable,Positive,19
I love my tap. It sounds great and is so easy to use.,love tap sounds great easy use,Positive,6
Bought it for a couple of my friends and it was a big hit with them! Very useful!,bought couple friends big hit useful,Positive,6
I bought this as a gift for Christmas and it was well liked,bought gift christmas well liked,Positive,5
"Much better than the echo dot. However, the fact that you have to touch the button to activate it instead of just talking to it is a bit annoying. Speaker is fairly powerful for its size.",much better echo dot however fact touch button activate instead talking bit annoying speaker fairly powerful size,Negative,17
"Great addition to my Alexa collection. Very portable, batter lasts as expected.",great addition alexa collection portable batter lasts expected,Positive,8
"It's so fantastic to just ask a device to turn on lights, or play music. So convenient. Love this!",fantastic ask device turn lights play music convenient love,Positive,9
"I bought this after I bought the Amazon Echo. This was actually an impulse buy. I saw it and bought it not reading any reviews on it, because I enjoyed the echo so much. It does everything the Echo does, but the sound quality is not great. When you're playing at middle volume, it's ok. The lows are there but doesn't sound good. I'm guessing I'm comparing it with the Bose mini soundlink. When you set the volume high, the bass is almost non-existent. The mids and highs are loud with the louder volume. Another difference is that with tap, you have to press the mic button to start saying commands where as with the echo, you can just say the wake up word and it will start listening to your commands. I do like the fact that it's portable. Because of that, I'm on edge of returning it and holding off until maybe another model comes out with better bass.",bought bought amazon echo actually impulse buy saw bought reading reviews enjoyed echo much everything echo sound quality great playing middle volume lows sound good guessing comparing bose mini soundlink set volume high bass almost mids highs loud louder volume another difference tap press mic button start saying commands echo say wake word start listening commands like fact portable edge returning holding maybe another model comes better bass,Positive,68
"I wasn't sure how we would like the tap, but I must say it has been fun talking to Alexa. I like asking her to tell me a joke, play my favorite radio station or play music. The fun continues as I add apps and Alexa expands her knowledge base.",sure would like tap must say fun talking alexa like asking tell joke play favorite radio station play music fun continues add apps alexa expands knowledge base,Positive,27
Great sound and functionality. Minimal kinks in programming. Love it for my bedroom.,great sound functionality minimal kinks programming love bedroom,Positive,8
"The echo is great for music, weather, and anything else you have integrated in the house.",echo great music weather anything else integrated house,Positive,8
"this is a very good product, the speakers are good, the price was right. I liked everything about it, other than the fact that you had to press the button each time you wanted to talk to it, unlike the echo and the dot. The portability was good, but I didn't have much use for it being portable. Unless you are going to keep the Tap within arm's reach, you're better off with one of the other hands free voice activated products. recommended with caveats",good product speakers good price right liked everything fact press button time wanted talk unlike echo dot portability good much use portable unless going keep tap within arm reach better one hands free voice activated products recommended caveats,Positive,38
It makes me so happy to listen all kind of their music station,makes happy listen kind music station,Positive,6
This is the best of both worlds. A reasonably priced BT speaker and an Amazon Alexa enabled device. I would highly recommend to anyone looking for a BT speaker and considering an Alexa enabled device.,best worlds reasonably priced bt speaker amazon alexa enabled device would highly recommend anyone looking bt speaker considering alexa enabled device,Positive,21
The Amazon tap I like other then I wish you could just say her name and she would respond. Sounds great when playing music,amazon tap like wish could say name would respond sounds great playing music,Positive,13
"Used it as a bluetooth speaker and love how I can use Spotify with it....just say Alexa, and ask for your favorite artist.....",used bluetooth speaker love use spotify say alexa ask favorite artist,Positive,11
"I was debating whether to get the stationary Alexa device or the Tap and decided on portability. It's been fun figuring out how to phrase requests but with a little trial and error we're on a roll. I use it for play lists at work, alarm clock announcement by Dan Marino and news briefs. It's surprisingly sturdy but wish it was waterproof so I could take it with me while fishing.",debating whether get stationary alexa device tap decided portability fun figuring phrase requests little trial error roll use play lists work alarm clock announcement dan marino news briefs surprisingly sturdy wish waterproof could take fishing,Positive,35
Haven't been able to train Alexa like we've heard. Probably our own fault. We have fun with it.,able train alexa like heard probably fault fun,Positive,8
"Thoughts of being able to have the Echo ""grow"" as I added to the list of tasks, excited me. Including the latest app, having it to recognize my smartphone's contact list to place and to receive calls. However, the Echo I purchased does not link up to my Samsung smartphone. Disappointed is a understatement.",thoughts able echo grow added list tasks excited including latest app recognize smartphone contact list place receive calls however echo purchased link samsung smartphone disappointed understatement,Positive,26
Was easy to set up. Excellent sound quality for the price,easy set excellent sound quality price,Positive,6
"I was looking for just a Bluetooth speaker to add to my laptop for better sound. When I first listened to Amazon Tap I was so impressed with the sound quality.....then add in all the features it was a no brainer for a purchase! Sound quality is off the charts, Alexa learns more every day, and so do I! If you are a Prime member, this is a must! If you aren't...then you really should be!",looking bluetooth speaker add laptop better sound first listened amazon tap impressed sound quality add features brainer purchase sound quality charts alexa learns every day prime member must really,Positive,29
Amazon tap is one of my best buys this year so far...The only thing that could make the tap better is an upgrade so you don't have to tap every command....That would make it a 5star device....,amazon tap one best buys year far thing could make tap better upgrade tap every command would make device,Positive,19
I live in a small apartment and this fan kept the whole place cool.,live small apartment fan kept whole place cool,Positive,8
"The Tap is portable, has excellent sound quality and is a good value for the money.",tap portable excellent sound quality good value money,Positive,8
Bought this gift for my wife and she loves it. Works as expected.,bought gift wife loves works expected,Negative,6
"Easy set up and amazing usefulness, love it. I use it all the time and continue to find new ways to take advantage of all there is within Alexa. Will purchase another one for bedroom!",easy set amazing usefulness love use time continue find new ways take advantage within alexa purchase another one bedroom,Positive,19
"Love this product. It is nice looking, easy to carry, and the sound is amazing. Very easy to set up and connect to amazon echo. Nothing to complain about th he speaker itself. However the carrying case is kind of stupid and useless also. One has to take it down just in order to charge.",love product nice looking easy carry sound amazing easy set connect amazon echo nothing complain th speaker however carrying case kind stupid useless also one take order charge,Positive,28
"I love everything about it.... it is portable, sounds better than most portable speakers, and Alexa rocks it. Only thing that kept it from a 5 star rating is that you have to manually activate Alexa. Wish it would work like the Echo and Dot, while it is on its base.",love everything portable sounds better portable speakers alexa rocks thing kept star rating manually activate alexa wish would work like echo dot base,Positive,23
We're in our 70s and and have a good time with it.,good time,Positive,2
"Guys, the Tap does everything Echo does and it's portable! Use it at home for everything, at work on your desk for music, weather, etc, and even poolside as a portable speaker.",guys tap everything echo portable use home everything work desk music weather etc even poolside portable speaker,Neutral,17
Amazon Tap is awesome. Seems to do everything the Echo does for a lesser price.,amazon tap awesome seems everything echo lesser price,Positive,8
"This is a great product. I also have a Dot but the ability take this anywhere is a huge bonus, the hands free mode works just like the Dot, and the sound is great. I use the Tap all the time; working on projects, making shopping lists, playing games, to turning on the lights. I looked at the Echo but even with a battery pack it didn't seem very mobile.",great product also dot ability take anywhere huge bonus hands free mode works like dot sound great use tap time working projects making shopping lists playing games turning lights looked echo even battery pack seem mobile,Positive,36
Got this on sale for 100! Replaces my 500 cds! Must buy as long as you have Prime!,got sale replaces cds must buy long prime,Negative,8
i got to say that love it!! makes it easier to play music without pairing any device to it and perfect sound for my needs.,got say love makes easier play music without pairing device perfect sound needs,Positive,13
Happy I bought this. Makes everything easier to control.,happy bought makes everything easier control,Positive,6
"I wouldn't buy it again...the software doesn't seem as well integrated with the hardware on this machine. I also have an Echo and I don't have the same connectivity issues with it that I do with this. I liked the features available with this...portability mainly with a long battery life, but with plagued by connectivity issues I can't say I would recommend it. I have looked at reviews online since purchasing and have discovered I am not the only one that feels this way. The sound, when it is connected and responding, is amazing.",would buy software seem well integrated hardware machine also echo connectivity issues liked features available portability mainly long battery life plagued connectivity issues ca say would recommend looked reviews online since purchasing discovered one feels way sound connected responding amazing,Positive,40
Great Bluetooth speaker with the added benefit of Alexa,great bluetooth speaker added benefit alexa,Positive,6
My wife uses the Tap mostly to listen to music. She loves the fact that she can take it into aNY room of the house. No more having to turn up the sound to hear I'm different parts of the house.,wife uses tap mostly listen music loves fact take room house turn sound hear different parts house,Positive,17
Great speaker and the sound is great. Use it every day. Love being able to use Alexa when attached to my network.,great speaker sound great use every day love able use alexa attached network,Positive,13
Got this for the family and we all love it. Great gift,got family love great gift,Positive,5
"This little speaker has quickly become a family favorite for portability and music streaming. My kids have quickly learned that Alexa is their personal DJ when hooked up to the Amazon Prime Unlimited Music program. Battery life is great and sound quality is adequate for our purposes. Some audiophiles might not like the lack of bass, but it does the job for our family.",little speaker quickly become family favorite portability music streaming kids quickly learned alexa personal dj hooked amazon prime unlimited music program battery life great sound quality adequate purposes audiophiles might like lack bass job family,Positive,35
"Excellent sound and fun. Very portable and easy to carry in backpack. All the features of Echo and Echo Dot but you must ""Tap"" the button before speaking.",excellent sound fun portable easy carry backpack features echo echo dot must tap button speaking,Positive,15
Great tech works well highly recommended no issues,great tech works well highly recommended issues,Positive,7
Want to try one and Best Buy put up the best price. Th tap is good for usage on the wifi network. Use it to play music outside around the house.,want try one best buy put best price th tap good usage wifi network use play music outside around house,Positive,20
"Fantastic sound from such a small speaker, excellent! Not as impressed with its other potential capabilities- more difficult to set those up & get all the various apps needed to do things like get weather, order items, etc.. Wish it came with more pre installed I guess.",fantastic sound small speaker excellent impressed potential difficult set get various apps needed things like get weather order items etc wish came pre installed guess,Positive,25
I was initially going to just get the Amazon Kindle but I thought this gives me a tablet and a easy way to read books. I buy e-college texts. It has helped me so much!! I'm so happy I invested my money in this.,initially going get amazon kindle thought gives tablet easy way read books buy texts helped much happy invested money,Positive,19
"This was an Xmas gift for my wife. She had wanted a pad of some sort but I just couldn't afford an Ipad so I looked at the Fire as an alternative. First the screen size was just what I wanted. Second the price was very reasonable. Third it had functions and capabilities that were suitable for my wife's skills and needs. She absolutely loves it and I actually got a compliment on my present giving. That don't happen very often let me tell you. I will recommend this she's pleased I'm pleased what else do you need? My son was able to piggyback off of this gift, and purchased her the cover to go with it. So it really worked for my family. And I made my wife happy .",xmas gift wife wanted pad sort could afford ipad looked fire alternative first screen size wanted second price reasonable third functions capabilities suitable wife skills needs absolutely loves actually got compliment present giving happen often let tell recommend pleased pleased else need son able piggyback gift purchased cover go really worked family made wife happy,Positive,55
"Bought an IPad and didn't like it. Returned it and got the Fire 10.1. This is my third Fire, love it....no.learning curve.",bought ipad like returned got fire third fire love curve,Positive,10
Love the bigger screen but do think this Fire HD 10TH runs a little slow. My last Fire HD was not as slow.,love bigger screen think fire hd runs little slow last fire hd slow,Negative,13
I love my original Kindle Fire but the size and features on the latest Kindle are a plus,love original kindle fire size features latest kindle plus,Positive,9
Just writing this review to get my points...This was a gift for my mother. I think she likes it fine.,writing review get points gift mother think likes fine,Positive,9
Very satisfied. Use it daily while watching TV and other activites,satisfied use daily watching tv activites,Positive,6
